NO,MMSI,LAT,LON,TIMESTAMP
1,994080063,-5.8840883333333,137.317055,1621911328
2,994071875,81.626595,-44.496028333333,1621907740
3,994071398,89.781245,-43.996348333333,1621910741
4,994071322,-5.5551216666667,135.58266333333,1621911290
5,994071292,-7.4223883333333,133.89884,1621910145
6,994071012,-9.833815,140.39863833333,1621909493
7,994071005,-9.8319133333333,140.38989666667,1621908942
8,994063112,-111.13043166667,-65.241921666667,1621911017
9,994037355,-8.6696633333333,137.28594333333,1621910701
10,994037324,-8.4685616666667,140.39455,1621911357
11,994037324,88.199428333333,9.3505583333333,1621911042
12,994037324,88.199428333333,9.3505583333333,1621911041
13,994037324,-8.468545,140.39456166667,1621910726
14,994037324,88.199215,9.3505583333333,1621910411
15,994037324,88.199215,9.3502116666667,1621910156
16,994037324,-8.4685516666667,140.39457333333,1621909842
17,994037324,-8.4685516666667,140.39457333333,1621909841
18,994037324,-8.46855,140.39451333333,1621909561
19,994037324,88.198815,9.350745,1621909238
20,994037324,88.198815,9.350745,1621909237
21,994037324,-8.4685616666667,140.39455833333,1621908915
22,994037324,-8.46861,140.39455833333,1621908659
23,994037324,88.198815,9.3507983333333,1621908337
24,994037324,88.198815,9.3507983333333,1621908336
25,994037324,88.199455,9.3510116666667,1621908079
26,994037324,88.199455,9.3510116666667,1621908078
27,994037324,-8.4685766666667,140.39456166667,1621908017
28,994037257,-107.54657166667,-27.690375,1621908604
29,994037229,-7.800135,135.64075666667,1621910131
30,994037070,-9.6769266666667,140.60423166667,1621911026
31,987654321,214.74,114.475,1621910743
32,987654321,214.74,114.475,1621910741
33,987654321,214.74333333333,114.48666666667,1621909841
34,987654321,214.74833333333,114.51333333333,1621908042
35,98353141,-7.1540383333333,138.55367833333,1621911044
36,98353131,-7.2907433333333,138.57311833333,1621909189
37,98353113,-5.5829633333333,137.836425,1621910091
38,98352438,-5.5838133333333,137.884505,1621911297
39,98352220,-7.154225,138.19981166667,1621909532
40,98351586,-8.3362783333333,136.744075,1621910941
41,98351586,-8.3363516666667,136.744495,1621910401
42,98351154,-6.7217266666667,138.07935166667,1621909506
43,98350399,-5.233565,137.33453333333,1621911336
44,98350118,-10.35923,139.07264166667,1621910945
45,98346695,-7.31574,138.74375333333,1621910165
46,98346558,-7.157385,138.7774,1621911336
47,98339947,-5.491545,137.58271833333,1621909506
48,98339933,-7.3279916666667,138.68887833333,1621909532
49,98339920,-7.7507166666667,137.66397166667,1621910949
50,98339875,-8.387355,136.03383833333,1621909493
51,98334400,-7.3384833333333,138.36997166667,1621909514
52,982000000,213.46666666667,106.53333333333,1621911024
53,982000000,213.46666666667,106.53333333333,1621910660
54,982000000,213.46666666667,106.53333333333,1621908321
55,970846632,212.07833333333,106.89833333333,1621911009
56,970846632,212.07833333333,106.89833333333,1621911004
57,970846632,212.07833333333,106.89833333333,1621910141
58,970846632,212.07833333333,106.89833333333,1621909529
59,970846632,212.07833333333,106.89833333333,1621908053
60,970225972,3.0158233333333,101.24116166667,1621911341
61,970225972,3.0158233333333,101.24116166667,1621911339
62,970225972,3.0158233333333,101.24116166667,1621911337
63,970225972,3.0158233333333,101.24116166667,1621911335
64,970225972,3.0158233333333,101.24116166667,1621911333
65,970225972,3.0158233333333,101.24116166667,1621911329
66,970225972,3.0158183333333,101.24116,1621911041
67,970225972,3.0158183333333,101.24116,1621911039
68,970225972,3.0158183333333,101.24116,1621911033
69,970225972,3.0158183333333,101.24116,1621911031
70,970225972,3.0158183333333,101.24116,1621911029
71,970225972,3.0158183333333,101.24116,1621911027
72,970225972,3.0158116666667,101.241175,1621910741
73,970225972,3.0158116666667,101.241175,1621910739
74,970225972,3.0158116666667,101.241175,1621910737
75,970225972,3.0158116666667,101.241175,1621910735
76,970225972,3.0158116666667,101.241175,1621910733
77,970225972,3.0158116666667,101.241175,1621910731
78,970225972,3.0157983333333,101.24118166667,1621910441
79,970225972,3.0158233333333,101.241185,1621910139
80,970225972,3.0158233333333,101.241185,1621910137
81,970225972,3.0158233333333,101.241185,1621910129
82,970225972,3.0158683333333,101.241205,1621909901
83,970225972,3.0158366666667,101.24117166667,1621909897
84,970225972,3.0158366666667,101.24117166667,1621909895
85,970225972,3.0158366666667,101.24117166667,1621909893
86,970225972,3.0158366666667,101.24117166667,1621909887
87,970225972,3.015825,101.24116333333,1621909829
88,970225972,3.0158183333333,101.24118833333,1621909539
89,970225972,3.0158183333333,101.24118833333,1621909533
